method,total_cost,peak_total_load_kw,peak_ev_load_kw,peak_to_average_ratio,deadline_violation_rate,average_remaining_kwh,fairness_jain,runtime_s,capacity_violation_rate,capacity_violation_max_kw,solver_status,total_admm_iterations,active_slots,avg_admm_iterations,avg_final_primal_residual,avg_final_dual_residual,V,beta
uncontrolled_capped,754.9707572656419,195.65899722595879,118.00000000000001,2.112138580267014,0.0,2.498001805406602e-18,0.9999999999999997,0.0006264999974519014,0.0,0.0,,,,,,,,
greedy_deadline_price,720.5756809648162,177.18351778464947,112.95765945534845,1.9126958075339329,0.0,2.220446049250313e-18,0.9999999999999997,0.0015425000165123492,0.0,0.0,,,,,,,,
offline_centralized_lp,664.5018793713134,191.96003375769607,145.18242140655667,2.0722082752001154,0.0,4.973799150320702e-16,0.9999999999999997,0.015375699993455783,0.0,0.0,Optimization terminated successfully. (HiGHS Status 7: Optimal),,,,,,,
online_lyapunov_admm,750.6111716731463,162.8933437766091,100.2657243020332,1.7590373111509447,0.04,0.01444633102841746,0.9999735503879265,0.0172811999800615,0.0,0.0,,997.0,45.0,22.155555555555555,7.270139761923038e-05,0.0044873889194892705,5.0,0.015
