slot,hour,price,base_forecast_kw,base_actual_kw,transformer_capacity_kw,available_ev_capacity_kw,uncontrolled_capped_ev_load_kw,greedy_deadline_price_ev_load_kw,offline_centralized_lp_ev_load_kw,online_lyapunov_admm_ev_load_kw
0,0.0,0.4089258085048858,30.00000061925505,29.97571827422046,195.76965439706493,162.46965374065456,0.0,0.0,0.0,0.0
1,0.5,0.46268449153798263,30.10266321047052,25.723173351446995,195.76965439706493,162.36083139396618,17.6,17.6,0.0,17.599970789327415
2,1.0,0.44859503003680234,30.40889385576631,36.13364649799129,195.76965439706493,162.03622690995263,17.6,17.6,11.0,17.599968683632994
3,1.5,0.460531613393173,30.913454581803283,35.81283782893079,195.76965439706493,161.50139254035344,24.799999999999997,24.799999999999997,6.203799120874495,24.79998476093494
4,2.0,0.42623412233934327,31.607715984434424,30.033170909704662,195.76965439706493,160.76547545356442,20.927554103995792,20.927554103995792,24.799999999999997,20.927524663167638
5,2.5,0.43589584037414697,32.47980711009322,35.14131013445873,195.76965439706493,159.8410588603661,18.2,18.2,24.799999999999997,18.199993219636475
6,3.0,0.4303014603525988,33.51482297205025,34.8443127628805,195.76965439706493,158.74394204669167,10.523799120874497,10.523799120874497,24.799999999999997,10.523868297213964
7,3.5,0.438818509176484,34.69508799991182,25.334088270467973,195.76965439706493,157.49286111715838,2.8799999999999986,2.8799999999999986,20.927554103995796,2.8800428109568736
8,4.0,0.47605052112666085,36.00047408514821,36.916937947323035,195.76965439706493,156.10915186680785,0.0,0.0,0.0,0.0
9,4.5,0.4681793204997483,37.408772997167276,37.179068471985275,195.76965439706493,154.61635502006763,6.6,6.6,6.6,6.599998274933375
10,5.0,0.521244635708049,38.896125006931236,39.21516099215251,195.76965439706493,153.0397618897178,13.2,13.2,13.2,13.19994882800157
11,5.5,0.5537982132425858,40.43750868782824,36.20942797251452,195.76965439706493,151.40589518796696,13.2,13.2,13.2,13.19994674373945
12,6.0,0.6355067628446415,42.00730096597073,40.924407850547574,195.76965439706493,149.74191537313595,13.2,7.417137603831161,13.2,13.199943989207698
13,6.5,0.5918988297282997,43.57992104663645,42.84642273151871,195.76965439706493,148.07493808763027,13.2,7.417137603831161,13.2,13.199942173853323
14,7.0,0.6865662877972031,45.13057567782443,50.12987956258008,195.76965439706493,146.43124417857103,20.4,11.944161568272353,5.562143786647151,20.399954330756067
15,7.5,0.6885463206628357,46.63612428312431,48.07354779083295,195.76965439706493,144.83536265695315,17.92054872368738,11.944161568272353,0.0,17.920642981283102
16,8.0,0.7001353612155393,48.07607781242106,48.05172142326065,195.76965439706493,143.3090119158986,13.8,11.944161568272353,0.0,13.800003634075402
17,8.5,0.6552266310317532,49.433731000670534,56.262147492626454,195.76965439706493,141.86989953635415,25.362143786647145,19.199515565745287,13.616287424302644,25.36214725956357
18,9.0,0.6544848880777898,50.697400342677845,48.175550852952135,195.76965439706493,140.53041003382643,34.199999999999996,31.337166680649837,20.4,34.19987599459076
19,9.5,0.6483816216100315,51.86169699878106,50.06576055305258,195.76965439706493,139.29625557835698,47.16788939145081,40.26664945791457,35.93835010333657,47.16789958087882
20,10.0,0.5882755788876607,52.92870565685288,44.43406366509764,195.76965439706493,138.16522640080086,49.800000000000004,43.898568435091185,34.488,49.79981155616682
21,10.5,0.5566031420553642,53.9088728640776,61.33785528815807,195.76965439706493,137.12624916114265,64.2,50.17721733327168,43.7258910936024,64.19956743911514
22,11.0,0.5202891531680919,54.821344056924225,59.439802401736785,195.76965439706493,136.15902969672524,60.16749407027255,75.5592988567548,56.400000000000006,60.16739257129494
23,11.5,0.5407811934164085,55.69344701401885,60.13246476000159,195.76965439706493,135.23460056220495,60.20341351679805,80.35818686448162,49.800000000000004,60.20329144442789
24,12.0,0.5077940028780722,56.55902514996932,59.83230746296179,195.76965439706493,134.31708773809743,50.064,55.41046940448367,77.4,50.063906612479826
25,12.5,0.4613417364688941,57.45540109902627,58.00034185760413,195.76965439706493,133.36692923209708,43.56266281989997,44.426662819899974,70.80000000000001,43.56263105310639
26,13.0,0.5178702665478825,58.4189153844939,59.497466599530604,195.76965439706493,132.34560408950136,32.60395432033823,43.278326501181084,43.278326501181084,32.604782496378704
27,13.5,0.5147953882792222,59.47923530518867,58.20187586292966,195.76965439706493,131.22166497356494,11.288,22.561284797141067,64.93110772002427,11.288351782328522
28,14.0,0.5208594639203571,60.65293921829766,59.606600724941636,195.76965439706493,129.9775388256694,10.73980651489222,10.73980651489222,25.13980651489222,10.739834077838088
29,14.5,0.635361794518977,61.937197289743494,62.220457518049436,195.76965439706493,128.61622526993682,0.0,0.0,0.0,0.0
30,15.0,0.7352773391627698,63.30461550384376,71.31470692740396,195.76965439706493,127.16676196299053,14.4,4.675641979600277,14.4,14.399972146906876
31,15.5,0.7610241045983146,64.7004019066441,67.69112759425477,195.76965439706493,125.68722837602216,32.0,13.503638705587889,32.0,31.99978638662408
32,16.0,0.7898928621068477,66.04288429510547,65.72354158718498,195.76965439706493,124.26419704425314,74.4,35.0217693829789,74.4,74.39982417147068
33,16.5,0.8526466841118747,67.2280279610894,64.0218567873658,195.76965439706493,123.00794475831017,87.084197924112,40.98327030338246,87.084197924112,86.58761149719349
34,17.0,0.9547451335309749,68.13800028839286,64.58945093017229,195.76965439706493,122.04337409136849,101.20917404857703,51.46759300323272,34.95186529776473,93.95067595821646
35,17.5,0.969959466750794,68.65309969443253,77.65899722595876,195.76965439706493,121.49736872096645,118.00000000000001,58.70569710109406,25.616563765480965,92.14214765958074
36,18.0,0.9925004349650817,68.66565439706494,71.51320627257192,195.76965439706493,121.48406073617609,105.39887601857461,60.40680458368107,2.6400000000000023,89.97089562831218
37,18.5,0.9986634654861386,68.09396651815139,68.47127948297066,195.76965439706493,122.09004988782445,72.05943910365444,60.31676247364985,0.0,87.52329265987672
38,19.0,0.9922604127639569,66.89417145876976,64.98544584524805,195.76965439706493,123.36183265076897,79.69923490076832,72.71588932428669,3.497536789656618,86.86898557983159
39,19.5,0.9861537191614347,65.06807963641094,59.07466097604636,195.76965439706493,125.29748998246933,79.02328674673511,87.38380665479954,17.576576448356906,87.62653864177572
40,20.0,0.9402930536011742,62.66565439706494,62.31396666568862,195.76965439706493,127.84406073617609,82.79105386086061,100.23842362501708,52.669265500207,89.69464364409467
41,20.5,0.881553203394832,59.781648239687264,64.22585832930102,195.76965439706493,130.90110726299645,92.60000000000001,112.95765945534845,106.98507020925402,93.16318810799429
42,21.0,0.7931219544706033,56.54689037292404,54.62627886281527,195.76965439706493,134.32995060176543,87.97098388229982,110.02920791874311,134.3299506017654,97.31694858381059
43,21.5,0.7725813618988051,53.11558668921349,52.050515427701825,195.76965439706493,137.96713250649861,75.02467569775301,103.15866079628312,137.9671325064986,75.79847305052212
44,22.0,0.6847021720245938,49.6505794496922,48.6605589048998,195.76965439706493,141.6400401803912,75.71502106750292,109.72457541120944,141.64004018039117,75.71510627437036
45,22.5,0.6755924256263155,46.30871036840401,46.77761235113939,195.76965439706493,145.18242140655667,57.977551230351544,100.88162031150344,145.18242140655667,57.977283338724746
46,23.0,0.5694026737297994,43.228224214136375,36.70692600949955,195.76965439706493,148.44773673008035,37.683126148854754,83.3547427223125,143.39999999999998,37.6835610479715
47,23.5,0.5582275135312361,40.519618869762944,39.59422625156356,195.76965439706493,151.3188583951162,10.303999999999997,77.81485687733354,129.0,10.304377008848036
