slot,hour,price,base_forecast_kw,base_actual_kw,transformer_capacity_kw,available_ev_capacity_kw,uncontrolled_capped_ev_load_kw,greedy_deadline_price_ev_load_kw,offline_centralized_lp_ev_load_kw,online_lyapunov_admm_ev_load_kw
13,6.5,0.637151688938487,43.57992104663645,48.45976153168645,1316.9216543970651,1269.2269380876305,176.47149672559266,105.39244826593253,107.15321300932081,176.47149672559266
14,7.0,0.6816915266831303,45.13057567782443,42.95582807345648,1316.9216543970651,1267.5832441785712,201.51936537908574,125.37172628179698,66.94317893860963,201.51936537908574
15,7.5,0.6399821199496325,46.63612428312431,46.304513464035765,1316.9216543970651,1265.9873626569536,228.90175999982196,139.1201992719824,100.09826087637677,228.90175999982196
16,8.0,0.7374455576056053,48.07607781242106,49.31587806714314,1316.9216543970651,1264.4610119158988,309.884943133575,200.49854108483257,74.06547897244921,309.884943133575
17,8.5,0.7484308258321115,49.433731000670534,44.604665914868015,1316.9216543970651,1263.0218995363543,348.8481267059686,226.5774055092568,22.423441080455092,348.8481267059686
18,9.0,0.6905096097388139,50.697400342677845,46.201228347734265,1316.9216543970651,1261.6824100338267,483.5162005526519,305.08134484514227,98.20300459948135,483.51613890203464
19,9.5,0.6551433058421666,51.86169699878106,52.30984976096898,1316.9216543970651,1260.4482555783572,526.7800954105168,344.19359151765815,120.57796018434347,526.7798097964186
20,10.0,0.5551313637551764,52.92870565685288,51.431053430409186,1316.9216543970651,1259.3172264008012,571.6603227237989,788.1736234623376,372.75243298324926,571.6602480280233
21,10.5,0.5516160735822456,53.9088728640776,48.87342886205431,1316.9216543970651,1258.2782491611429,520.0092424481645,736.5314578988822,409.41493306689375,520.0094646821984
22,11.0,0.507255974867088,54.821344056924225,56.67255490170932,1316.9216543970651,1257.3110296967254,409.7822004499381,614.0530347722641,783.7161873055048,409.7822706365865
23,11.5,0.49723709323324916,55.69344701401885,54.41875215704639,1316.9216543970651,1256.386600562205,438.2943582499764,573.5837968348549,852.6382628238648,438.2944115305978
24,12.0,0.5325067397783233,56.55902514996932,61.55706310387981,1316.9216543970651,1255.4690877380976,398.1084195427124,477.99588783614354,474.75856735076235,398.10843194989314
25,12.5,0.49625461359993644,57.45540109902627,57.42976850931489,1316.9216543970651,1254.5189292320974,362.5294289305045,407.1034075509786,843.0000000000011,362.5294769162842
26,13.0,0.5319195479923641,58.4189153844939,56.91584103833103,1316.9216543970651,1253.4976040895017,358.7426056929553,376.11684888255473,602.4330866186298,358.7426056929553
27,13.5,0.5163007854216858,59.47923530518867,60.12637928583799,1316.9216543970651,1252.3736649735652,429.6957831592627,447.347087763644,839.3799453190192,429.69572145202767
28,14.0,0.5981846242601312,60.65293921829766,59.769085918382444,1316.9216543970651,1251.1295388256697,424.21724837504667,158.75652969330295,483.75120525150834,424.21693804652364
29,14.5,0.6508650972604257,61.937197289743494,58.452514226936614,1316.9216543970651,1249.7682252699371,407.50558188757213,194.57783172174078,435.29030620005835,407.50570601551385
30,15.0,0.6843185877067335,63.30461550384376,61.17494084775558,1316.9216543970651,1248.3187619629907,454.41177179476284,260.26156972871786,454.41177179476284,454.41182085694146
31,15.5,0.7418489369591057,64.7004019066441,68.73379326241017,1316.9216543970651,1246.8392283760222,418.3786977315499,284.0375193768573,418.3786977315499,418.37872375388326
32,16.0,0.8663670769415615,66.04288429510547,69.57452909364828,1316.9216543970651,1245.4161970442533,550.2034198803007,399.0011195261072,388.75193105784683,550.203462122371
33,16.5,0.8459205736693118,67.2280279610894,74.34560322307112,1316.9216543970651,1244.1599447583105,684.0382706290073,494.1847212205972,609.7365189858551,684.0381721750673
34,17.0,0.9002143767022149,68.13800028839286,58.67707606574698,1316.9216543970651,1243.1953740913686,772.3969702331933,580.1871396275425,590.6300862283045,772.3908468841088
35,17.5,0.9457935392832926,68.65309969443253,66.4442500619031,1316.9216543970651,1242.6493687209668,887.6611262819249,695.7415806373932,510.0661649284702,887.6518655078571
36,18.0,1.0212709294914026,68.66565439706494,66.33576613760948,1316.9216543970651,1242.6360607361764,913.5304907211332,737.5600392278433,209.4487338732816,913.524725569387
37,18.5,1.0525385713026334,68.09396651815139,69.0534255887226,1316.9216543970651,1243.2420498878248,1042.0897118476707,813.416008737473,34.999999999999986,983.775936470334
38,19.0,0.9996048025187239,66.89417145876976,64.40113446374308,1316.9216543970651,1244.5138326507692,1021.5901423058409,871.7230822416458,289.2153484360307,982.1529051777385
39,19.5,0.948085627589327,65.06807963641094,62.29479515628148,1316.9216543970651,1246.4494899824697,1058.2445620848653,937.9111708995682,444.03169745523024,992.2403670216225
40,20.0,0.9157855621387687,62.66565439706494,66.78405493954487,1316.9216543970651,1248.9960607361763,1080.1867332337608,1010.9373786649381,652.697809307573,996.2724652623867
41,20.5,0.902780893831314,59.781648239687264,60.68756142455355,1316.9216543970651,1252.0531072629967,999.2040516166481,1053.7501893298972,840.8056075056944,996.6162504854925
42,21.0,0.7964169664375327,56.54689037292404,50.84008882835992,1316.9216543970651,1255.4819506017657,818.9359528622628,1059.1624085176852,1255.4819506017652,1004.5032309280873
43,21.5,0.7961273084566188,53.11558668921349,59.37033134226323,1316.9216543970651,1259.119132506499,695.6156691871032,965.3113614354334,1259.1191325064988,760.3231496258477
44,22.0,0.7372228035798075,49.6505794496922,54.11506653708461,1316.9216543970651,1262.7920401803913,614.1633033341094,925.65626112394,1262.792040180391,614.164433884275
45,22.5,0.6500014841073115,46.30871036840401,43.85301103524384,1316.9216543970651,1266.3344214065569,471.0083707982015,853.2076154303808,1266.3344214065569,471.0091265941172
46,23.0,0.6173321935056352,43.228224214136375,46.63123140821945,1316.9216543970651,1269.5997367300806,340.0424041875619,761.8056236396021,1269.5997367300806,340.0430954001445
47,23.5,0.5804116866339123,40.519618869762944,37.62956195243591,1316.9216543970651,1272.4708583951165,81.99999999999993,695.6834865811865,1147.2000000000023,82.0013347842746
