slot,hour,price,base_forecast_kw,base_actual_kw,transformer_capacity_kw,available_ev_capacity_kw,uncontrolled_capped_ev_load_kw,greedy_deadline_price_ev_load_kw,offline_centralized_lp_ev_load_kw,dual_decomposition_ev_load_kw,offline_admm_ev_load_kw,online_lyapunov_admm_ev_load_kw
24,12.0,0.5077940028780722,56.55902514996932,59.83230746296179,195.76965439706493,134.31708773809743,50.064,55.41046940448367,77.4,77.4,60.76382908442118,50.063891531319896
25,12.5,0.4613417364688941,57.45540109902627,58.00034185760413,195.76965439706493,133.36692923209708,43.56266281989997,44.426662819899974,70.80000000000001,70.80000000000001,70.80000000000001,43.562783478221256
26,13.0,0.5178702665478825,58.4189153844939,59.497466599530604,195.76965439706493,132.34560408950136,32.60395432033823,43.278326501181084,43.278326501181084,43.278326501181084,52.88425348792639,32.60471800204842
27,13.5,0.5147953882792222,59.47923530518867,58.20187586292966,195.76965439706493,131.22166497356494,11.288,22.561284797141067,64.93110772002427,64.93110772002427,54.463136383846184,11.28834321954255
28,14.0,0.5208594639203571,60.65293921829766,59.606600724941636,195.76965439706493,129.9775388256694,10.73980651489222,10.73980651489222,25.13980651489222,25.13980651489222,34.28520518221649,10.739834604059823
29,14.5,0.635361794518977,61.937197289743494,62.220457518049436,195.76965439706493,128.61622526993682,0.0,0.0,0.0,0.0,0.0,0.0
30,15.0,0.7352773391627698,63.30461550384376,71.31470692740396,195.76965439706493,127.16676196299053,14.4,4.675641979600277,14.4,14.4,14.4,14.399972146906876
31,15.5,0.7610241045983146,64.7004019066441,67.69112759425477,195.76965439706493,125.68722837602216,32.0,13.503638705587889,32.0,32.0,32.0,31.99978638662408
32,16.0,0.7898928621068477,66.04288429510547,65.72354158718498,195.76965439706493,124.26419704425314,74.4,35.0217693829789,74.4,74.4,74.4,74.39981580692191
33,16.5,0.8526466841118747,67.2280279610894,64.0218567873658,195.76965439706493,123.00794475831017,87.084197924112,40.98327030338246,87.084197924112,81.06960680084485,72.99001185589448,86.58706137550266
34,17.0,0.9547451335309749,68.13800028839286,64.58945093017229,195.76965439706493,122.04337409136849,101.20917404857703,51.46759300323272,34.95186529776473,49.77539099795466,32.917089762815955,93.95196236262439
35,17.5,0.969959466750794,68.65309969443253,77.65899722595876,195.76965439706493,121.49736872096645,118.00000000000001,58.70569710109406,25.616563765480965,32.210175912974464,21.414104919657063,92.14425178210672
36,18.0,0.9925004349650817,68.66565439706494,71.51320627257192,195.76965439706493,121.48406073617609,105.39887601857461,60.40680458368107,2.6400000000000023,2.640000000000006,9.921235542825094,89.70806741412846
37,18.5,0.9986634654861386,68.09396651815139,68.47127948297066,195.76965439706493,122.09004988782445,72.05943910365444,60.31676247364985,0.0,3.4975367896566034,7.3798426670218005,87.54750284319938
38,19.0,0.9922604127639569,66.89417145876976,64.98544584524805,195.76965439706493,123.36183265076897,79.69923490076832,72.71588932428669,3.497536789656618,9.940384046169196,9.876014847751089,86.89704533357036
39,19.5,0.9861537191614347,65.06807963641094,59.07466097604636,195.76965439706493,125.29748998246933,79.02328674673511,87.38380665479954,17.576576448356906,28.876756167668642,13.37220026222633,87.27171251936393
40,20.0,0.9402930536011742,62.66565439706494,62.31396666568862,195.76965439706493,127.84406073617609,82.79105386086061,100.23842362501708,52.669265500207,92.88174404875704,46.95380281641536,89.74687339692841
41,20.5,0.881553203394832,59.781648239687264,64.22585832930102,195.76965439706493,130.90110726299645,92.60000000000001,112.95765945534845,106.98507020925402,130.90110726299648,116.15907159722904,92.97869831647911
42,21.0,0.7931219544706033,56.54689037292404,54.62627886281527,195.76965439706493,134.32995060176543,87.97098388229982,110.02920791874311,134.3299506017654,41.74512680246658,134.32995060176546,96.69235221788203
43,21.5,0.7725813618988051,53.11558668921349,52.050515427701825,195.76965439706493,137.96713250649861,75.02467569775301,103.15866079628312,137.9671325064986,137.96713250649864,137.96713250649861,77.3356207986765
44,22.0,0.6847021720245938,49.6505794496922,48.6605589048998,195.76965439706493,141.6400401803912,75.71502106750292,109.72457541120944,141.64004018039117,133.45323788750028,141.6400401803912,75.71486077867095
45,22.5,0.6755924256263155,46.30871036840401,46.77761235113939,195.76965439706493,145.18242140655667,57.977551230351544,100.88162031150344,145.18242140655667,145.18242140655673,145.1824214065567,57.9774073714195
46,23.0,0.5694026737297994,43.228224214136375,36.70692600949955,195.76965439706493,148.44773673008035,37.683126148854754,83.3547427223125,143.39999999999998,143.39999999999998,143.39999999999998,37.68323356933298
47,23.5,0.5582275135312361,40.519618869762944,39.59422625156356,195.76965439706493,151.3188583951162,10.303999999999997,77.81485687733354,129.0,129.0,129.0,10.304396209705908
